word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
renewal,0,0,0,0,0,0,1,0,0,0
renounce,1,0,0,0,0,1,0,0,0,0
renovate,0,1,0,0,0,0,1,0,0,0
renovation,0,1,0,0,1,0,1,0,0,0
renown,0,0,0,0,0,0,1,0,0,0
renowned,0,0,0,0,0,0,1,0,0,0
renunciation,0,0,0,0,0,1,0,0,0,0
reorganize,0,0,0,0,0,0,1,0,0,0
reparation,0,0,0,0,0,0,1,0,0,1
repay,1,1,0,0,1,0,1,0,0,1
repellant,0,0,1,1,0,1,0,0,0,0
repellent,1,0,1,1,0,1,0,0,0,0
repelling,0,0,1,0,0,1,0,0,0,0
repent,0,0,0,1,0,0,1,0,0,0
replenish,0,0,0,0,0,0,1,0,0,0
replete,0,0,0,0,0,0,1,0,0,0
reporter,0,0,0,0,0,0,1,0,0,1
repose,0,0,0,0,0,0,1,0,0,0
represented,0,0,0,0,0,0,1,0,0,0
representing,0,1,0,0,0,0,0,0,0,0
repress,0,0,0,0,0,1,0,1,0,0
repression,0,0,0,1,0,1,0,0,0,0
reprimand,1,0,0,0,0,1,0,0,0,0
reprint,0,0,0,0,0,1,0,0,0,0
reprisal,1,0,0,1,0,1,0,1,0,0
reproach,1,0,1,0,0,1,0,1,0,0
reproductive,0,0,0,0,1,0,1,0,0,0
republic,0,0,0,0,0,1,0,0,0,0
repudiation,1,0,1,0,0,1,0,0,0,0
repulsion,0,0,1,1,0,1,0,0,0,0
reputable,0,0,0,0,0,0,1,0,0,1
requiem,0,0,0,0,0,0,0,1,0,0
rescind,0,0,0,0,0,1,0,0,0,0
rescission,0,0,0,0,0,1,0,0,0,0
rescue,0,1,0,0,1,0,1,0,1,1
resection,0,0,0,1,0,0,0,0,0,0
resent,1,0,0,0,0,1,0,0,0,0
resentful,1,0,0,0,0,1,0,0,0,0
resentment,1,0,1,0,0,1,0,1,0,0
reserve,0,0,0,0,0,0,1,0,0,0
resident,0,0,0,0,0,0,1,0,0,0
resign,1,0,1,1,0,1,0,1,0,0
resignation,0,0,0,0,0,1,0,1,1,0
resigned,0,0,0,0,0,1,0,1,0,0
resilient,0,0,0,0,0,0,1,0,0,0
resist,0,0,0,0,0,1,0,0,0,0
resistance,1,0,0,0,0,1,0,0,0,0
resistant,0,0,0,1,0,1,0,0,0,0
resisting,1,0,0,1,0,1,0,1,0,0
resistive,0,0,0,0,0,0,1,0,0,0
resolutely,0,0,0,0,0,0,1,0,0,0
resources,0,0,0,0,1,0,1,0,0,1
respect,0,1,0,0,1,0,1,0,0,1
respectability,0,0,0,0,0,0,1,0,0,0
respectable,0,0,0,0,0,0,1,0,0,1
respectful,0,0,0,0,0,0,1,0,0,1
respecting,0,0,0,0,0,0,1,0,0,0
respects,0,0,0,0,0,0,1,0,0,1
respite,0,0,0,0,1,0,1,0,0,1
resplendent,0,0,0,0,1,0,1,0,0,0
responsible,0,0,0,0,0,0,1,0,0,1
responsive,0,1,0,0,0,0,1,0,0,1
rest,0,0,0,0,0,0,1,0,0,0
restful,0,0,0,0,0,0,1,0,0,0
restitution,1,0,0,0,0,0,1,0,0,0
restlessness,0,1,0,0,0,0,0,0,0,0
restorative,0,1,0,0,1,0,1,0,0,1
restoring,0,0,0,0,0,0,1,0,0,0
restrain,1,0,0,1,0,1,0,0,0,0
restrained,0,0,0,1,0,0,0,0,0,0
restraint,0,0,0,0,0,0,1,0,0,0
restrict,0,0,0,0,0,1,0,1,0,0
restriction,1,0,0,1,0,1,0,1,0,0
restrictive,0,0,0,0,0,1,0,0,0,0
result,0,1,0,0,0,0,0,0,0,0
resultant,0,1,0,0,0,0,0,0,0,0
resumption,0,0,0,0,0,0,1,0,0,0
retain,0,0,0,0,0,0,0,0,0,1
retaliate,1,0,0,0,0,1,0,0,0,0
retaliation,1,0,0,1,0,1,0,0,0,0
retaliatory,1,0,0,0,0,1,0,0,0,0
retard,0,0,1,1,0,1,0,1,0,0
retardation,0,0,0,0,0,1,0,0,0,0
retention,0,0,0,0,0,0,1,0,0,0
reticent,0,0,0,1,0,1,0,0,0,0
retirement,0,1,0,1,1,1,1,1,0,1
retort,0,0,0,0,0,1,0,0,0,0
retract,1,0,0,0,0,1,0,0,0,0
retraction,0,0,0,0,0,1,0,0,0,0
retrenchment,0,0,0,1,0,1,0,0,0,0
retribution,1,0,0,1,0,1,0,1,0,0
retrograde,0,0,0,0,0,1,0,0,0,0
reunion,0,1,0,0,0,0,1,0,0,1
revel,0,0,0,0,1,0,1,0,0,0
revels,0,0,0,0,1,0,1,0,0,0
revenge,1,1,0,1,0,1,0,0,1,0
revere,0,1,0,0,1,0,1,0,0,1
reverence,0,0,0,0,1,0,1,0,0,1
reverend,0,0,0,0,1,0,1,0,0,0
reverie,0,0,0,0,1,0,1,0,0,1
reversal,1,0,1,0,0,1,0,0,1,0
revise,0,0,0,0,0,0,1,0,0,0
revival,0,1,0,0,1,0,1,0,0,1
revive,0,1,0,0,0,1,1,0,0,0
revocation,0,0,0,0,0,1,0,0,0,0
revoke,1,0,1,1,0,1,0,1,0,0
revolt,1,0,0,0,0,1,0,0,1,0
revolting,1,0,1,1,0,1,0,0,0,0
revolution,1,1,0,1,0,1,1,1,1,0
revolutionary,0,0,0,0,0,0,1,0,0,0
revolver,1,0,0,1,0,1,0,1,0,0
revulsion,1,0,1,1,0,1,0,0,0,0
reward,0,1,0,0,1,0,1,0,1,1
rheumatism,1,0,0,1,0,1,0,1,0,0
rhythm,0,0,0,0,0,0,1,0,0,0
rhythmical,0,0,0,0,1,0,1,0,1,0
ribbon,1,1,0,0,1,0,1,0,0,0
richness,0,0,0,0,0,0,1,0,0,0
rickety,0,0,0,0,0,1,0,0,0,0
riddle,0,0,0,0,0,0,0,0,1,0
riddled,0,0,0,0,0,1,0,0,0,0
rider,0,0,0,0,0,0,1,0,0,0
ridicule,1,0,1,0,0,1,0,1,0,0
ridiculous,1,0,1,0,0,1,0,0,0,0
rife,0,0,0,0,0,1,0,0,0,0
rifle,1,0,0,1,0,1,0,0,0,0
rift,0,0,0,0,0,1,0,0,0,0
righteous,0,0,0,0,0,0,1,0,0,0
rightful,0,0,0,0,0,0,1,0,0,0
rightly,0,0,0,0,0,0,1,0,0,0
rigid,0,0,0,0,0,1,0,0,0,0
rigidity,0,0,0,0,0,1,0,0,0,0
rigor,0,0,1,1,0,1,0,0,0,0
rigorous,0,0,0,0,0,1,0,0,0,0
ringer,1,0,0,0,0,1,0,0,0,0
riot,1,0,0,1,0,1,0,0,0,0
riotous,1,0,0,1,0,1,0,0,1,0
ripe,0,0,0,0,0,0,1,0,0,0
ripen,0,1,0,0,0,0,1,0,0,0
rising,0,1,0,0,1,0,1,0,0,0
risk,0,1,0,1,0,1,0,0,0,0
risky,0,1,0,1,0,1,0,0,0,0
rivalry,1,0,0,0,0,1,0,0,0,0
riveting,0,0,0,0,0,0,1,0,0,0
roadster,0,0,0,0,1,0,1,0,0,1
rob,1,0,1,1,0,1,0,1,0,0
robber,0,0,1,1,0,1,0,0,0,0
robbery,1,0,1,1,0,1,0,1,0,0
robust,0,0,0,0,0,0,1,0,0,0
rock,0,0,0,0,0,0,1,0,0,0
rocket,1,0,0,0,0,0,0,0,0,0
rod,0,0,0,1,0,0,1,0,0,1
rogue,0,0,1,0,0,1,0,0,0,0
rollicking,0,0,0,0,1,0,1,0,0,0
romance,0,1,0,1,1,0,1,1,1,1
romantic,0,1,0,0,1,0,1,0,0,1
romanticism,0,0,0,0,1,0,1,0,0,0
romp,0,0,0,0,1,0,1,0,0,0
rook,1,0,1,0,0,1,0,0,0,0
rooted,0,0,0,0,0,0,1,0,0,1
rosy,0,0,0,0,0,0,1,0,0,0
rot,0,0,1,1,0,1,0,1,0,0
rota,0,0,0,0,0,0,1,0,0,1
rotting,0,0,1,0,0,1,0,0,0,0
roughness,0,0,0,0,0,1,0,0,0,0
roulette,0,1,0,0,0,0,0,0,0,0
rout,0,0,0,0,0,1,0,0,0,0
routine,0,0,0,0,0,0,1,0,0,1
row,1,0,0,0,0,1,0,0,0,0
rowdy,0,0,0,0,0,1,0,0,0,0
royalty,0,0,0,0,0,0,1,0,0,0
rubbish,0,0,1,0,0,1,0,0,0,0
rubble,0,0,0,1,0,1,0,1,0,0
rubric,0,0,0,0,0,0,1,0,0,0
rue,0,0,0,0,0,1,0,1,0,0
ruffle,0,0,0,0,0,1,0,0,0,0
rugged,0,0,0,0,0,1,0,0,0,0
ruin,0,0,0,1,0,1,0,1,0,0
ruined,1,0,1,1,0,1,0,1,0,0
ruinous,1,0,1,1,0,1,0,1,0,0
rule,0,0,0,1,0,0,0,0,0,1
rumor,0,0,0,0,0,1,0,1,0,0
runaway,0,0,0,0,0,1,0,1,0,0
rupture,0,0,0,1,0,1,0,1,1,0
ruse,0,0,0,0,0,1,0,0,0,0
rust,0,0,0,0,0,1,0,0,0,0
rusty,0,0,0,0,0,1,0,0,0,0
ruth,0,0,0,0,0,0,1,0,0,0
ruthless,1,0,1,1,0,1,0,0,0,0
saber,1,0,0,1,0,1,0,0,0,0
sabotage,1,0,1,1,0,1,0,1,1,0
sacrifices,0,0,1,1,0,1,0,1,0,0
sadly,0,0,0,0,0,1,0,1,0,0
sadness,0,0,0,0,0,1,0,1,0,1
safe,0,0,0,0,1,0,1,0,0,1
safeguard,0,0,0,0,0,0,1,0,0,1
safekeeping,0,0,0,0,0,0,0,0,0,1
sag,0,0,0,1,0,1,0,0,0,0
sage,0,0,0,0,0,0,1,0,0,1
saint,0,1,0,0,1,0,1,0,1,1
saintly,0,1,0,0,1,0,1,0,1,1
salary,0,1,0,0,1,0,1,0,0,1
salient,0,0,0,0,0,0,1,0,0,0
saliva,0,1,0,0,0,0,0,0,0,0
sally,0,0,0,0,0,0,0,0,1,0
saloon,1,0,0,0,0,0,0,0,0,0
salutary,0,0,0,0,1,0,1,0,0,1
salute,0,0,0,0,1,0,1,0,0,0
salvation,0,1,0,0,1,0,1,0,0,1
salve,0,0,0,0,0,0,1,0,0,0
samurai,0,0,0,1,0,0,1,0,0,0
sanctification,0,0,0,0,1,0,1,0,0,1
sanctify,0,1,0,0,1,0,1,1,1,1
sanctuary,0,1,0,0,1,0,1,0,0,1
sanguine,0,0,0,0,0,0,1,0,0,0
sanitary,0,0,0,0,0,0,1,0,0,0
sap,0,0,0,0,0,1,0,1,0,0
sappy,0,0,0,0,0,0,0,0,0,1
sarcasm,1,0,1,0,0,1,0,1,0,0
sarcoma,0,0,0,1,0,1,0,1,0,0
sardonic,0,0,0,0,0,1,0,0,0,0
satanic,1,0,0,0,0,1,0,0,0,0
satin,0,0,0,0,0,0,1,0,0,0
satisfactorily,0,0,0,0,0,0,1,0,0,0
satisfied,0,0,0,0,1,0,1,0,0,0
saturated,0,0,1,0,0,1,0,0,0,0
savage,1,0,0,1,0,1,0,0,0,0
savagery,1,0,0,1,0,1,0,0,0,0
save,0,0,0,0,1,0,1,0,0,1
savings,0,0,0,0,0,0,1,0,0,0
savor,0,1,1,0,1,0,1,1,0,1
savory,0,0,0,0,0,0,1,0,0,0
savvy,0,0,0,0,0,0,1,0,0,0
scab,0,0,0,0,0,1,0,0,0,0
scaffold,0,0,0,1,0,1,0,0,0,0
scalpel,0,0,0,1,0,1,0,0,0,0
scaly,0,0,0,0,0,1,0,0,0,0
scandal,0,0,0,1,0,1,0,0,0,0
scandalous,1,0,0,0,0,1,0,0,0,0
scanty,0,0,0,0,0,1,0,0,0,0
scapegoat,1,0,0,1,0,1,0,0,0,0
scar,1,0,1,1,0,1,0,1,0,0
scarce,0,0,0,1,0,1,0,1,0,0
scarcely,0,0,0,0,0,1,0,1,0,0
scarcity,1,0,0,1,0,1,0,1,0,0
scare,1,1,0,1,0,1,0,0,1,0
scarecrow,0,0,0,1,0,1,1,0,0,0
scavenger,0,0,0,0,0,1,0,0,0,0
sceptical,0,0,0,0,0,0,0,0,0,1
scheme,0,0,0,0,0,1,0,0,0,0
schism,1,0,0,0,0,1,0,0,0,0
schizophrenia,1,0,1,1,0,1,0,1,0,0
scholar,0,0,0,0,0,0,1,0,0,0
scholarship,0,0,0,0,1,0,1,0,0,0
school,0,0,0,0,0,0,0,0,0,1
sciatica,0,0,0,0,0,1,0,0,0,0
scientific,0,0,0,0,0,0,1,0,0,1
scientist,0,1,0,0,0,0,1,0,0,1
scintilla,0,0,0,0,0,0,1,0,0,0
scoff,1,0,1,0,0,1,0,0,0,0
scold,1,0,1,1,0,1,0,1,0,0
scolding,1,0,0,0,0,1,0,0,0,0
scorching,1,0,0,0,0,1,0,0,0,0
score,0,1,0,0,1,0,1,0,1,0
scorn,1,0,0,0,0,1,0,0,0,0
scorpion,1,0,1,1,0,1,0,0,1,0
scotch,0,0,0,0,0,1,0,0,0,0
scoundrel,1,0,1,1,0,1,0,0,0,1
scourge,1,0,0,1,0,1,0,1,0,0
scrambling,0,0,0,0,0,1,0,0,0,0
scrapie,1,0,0,1,0,1,0,1,0,0
scream,1,0,1,1,0,1,0,0,1,0
screaming,1,0,1,1,0,1,0,0,0,0
screech,0,0,0,1,0,1,0,0,1,0
screwed,1,0,0,0,0,1,0,0,0,0
scribe,0,0,0,0,0,0,1,0,0,0
scrimmage,0,0,0,0,0,1,0,0,1,0
script,0,0,0,0,0,0,1,0,0,0
scripture,0,0,0,0,0,0,0,0,0,1
scrub,0,0,1,0,0,1,0,0,0,0
scrumptious,0,0,0,0,0,0,1,0,0,0
scrutinize,0,1,0,0,0,1,0,0,0,0
scrutiny,0,0,0,0,0,1,0,0,0,0
sculpture,0,0,0,0,0,0,1,0,0,0
scum,0,0,1,0,0,1,0,0,0,0
sea,0,0,0,0,0,0,1,0,0,0
seal,0,0,0,0,0,0,1,0,0,1
seals,0,0,0,0,0,0,0,0,0,1
sear,0,0,0,0,0,1,0,0,0,0
seasoned,0,0,0,0,0,0,1,0,0,0
secession,0,0,0,0,0,1,0,0,0,0
secluded,0,0,0,0,0,1,0,1,0,0
seclusion,0,0,0,1,0,1,1,0,0,0
secondhand,0,0,0,0,0,1,0,0,0,0
secrecy,0,0,0,0,0,0,0,0,1,1
secret,0,0,0,0,0,0,0,0,0,1
secretariat,0,0,0,0,0,0,1,0,0,0
secrete,0,0,1,0,0,0,0,0,0,0
secretion,0,0,1,0,0,1,0,0,0,0
secretive,0,0,0,0,0,1,0,0,0,0
sectarian,1,0,0,1,0,1,0,0,0,0
secular,0,1,0,0,0,0,0,0,0,0
securities,0,0,0,0,0,0,0,0,0,1
sedition,1,0,0,0,0,1,0,1,0,0
seduce,0,0,0,0,0,1,0,0,0,0
seduction,0,0,0,0,0,1,0,0,0,0
seductive,0,1,0,0,0,0,0,0,0,0
seek,0,1,0,0,0,0,0,0,0,0
segregate,1,0,1,0,0,1,0,1,0,0
segregated,0,0,0,0,0,1,0,0,0,0
seize,0,0,0,1,0,1,0,0,0,0
seizure,0,0,0,1,0,0,0,0,0,0
selfish,1,0,1,0,0,1,0,0,0,0
selfishness,0,0,0,0,0,1,0,0,0,0
senate,0,0,0,0,0,0,0,0,0,1
senile,0,0,0,1,0,1,0,1,0,0
seniority,0,0,0,0,0,0,1,0,0,1
sensational,0,0,0,0,1,0,1,0,0,0
sense,0,0,0,0,0,0,1,0,0,0
senseless,1,0,1,1,0,1,0,1,1,0
sensibility,0,0,0,0,0,0,1,0,0,0
sensibly,0,0,0,0,0,0,1,0,0,0
sensual,0,1,0,0,1,1,1,0,1,1
sensuality,0,1,0,0,1,0,1,0,0,0
sensuous,0,0,0,0,1,0,1,0,0,0
sentence,1,1,1,1,0,1,0,1,0,0
sentimental,0,0,0,0,0,0,1,0,0,0
sentimentality,0,0,0,0,0,0,1,0,0,0
sentinel,0,0,0,0,0,0,1,0,0,1
sentry,0,0,0,0,0,0,0,0,0,1
separatist,1,0,1,0,0,1,0,0,0,0
sepsis,0,0,0,1,0,1,0,1,0,0
septic,0,0,1,0,0,1,0,0,0,0
sequel,0,1,0,0,0,0,0,0,0,0
sequestration,0,0,0,0,0,1,0,1,0,0
serene,0,0,0,0,0,1,0,0,0,1
serenity,0,1,0,0,1,0,1,0,0,1
serial,0,1,0,0,0,0,0,0,0,0
series,0,0,0,0,0,0,0,0,0,1
seriousness,0,0,0,1,0,0,0,1,0,0
sermon,0,0,0,0,0,0,1,0,0,1
serpent,0,0,1,1,0,1,0,0,0,0
serum,0,0,0,0,0,0,1,0,0,0
servant,0,0,0,0,0,1,0,0,0,1
serve,0,0,0,0,0,1,0,0,0,1
servile,0,0,1,1,0,1,0,1,0,0
servitude,0,0,0,0,0,1,0,0,0,0
setback,0,0,0,0,0,1,0,1,0,0
settlor,0,0,0,1,0,0,1,0,0,0
sever,0,0,0,0,0,1,0,0,0,0
severance,0,0,0,0,0,0,0,1,0,0
sewage,0,0,1,0,0,1,0,0,0,0
sewer,0,0,1,0,0,0,0,0,0,0
sewerage,0,0,1,0,0,1,0,0,0,0
sex,0,1,0,0,1,0,1,0,0,1
shabby,0,0,1,0,0,1,0,0,0,0
shack,0,0,1,0,0,1,0,1,0,0
shackle,1,1,1,1,0,1,0,1,0,0
shady,0,0,0,1,0,1,0,0,0,0
shaking,0,0,0,1,0,1,0,0,0,0
shaky,1,1,0,1,0,1,0,0,0,0
sham,1,0,1,0,0,1,0,0,0,0
shambles,0,0,0,0,0,1,0,0,0,0
shame,0,0,1,1,0,1,0,1,0,0
shameful,0,0,0,0,0,1,0,1,0,0
shameless,0,0,1,0,0,1,0,0,0,0
shanghai,0,0,1,1,0,1,0,0,0,0
shank,0,0,0,1,0,0,0,0,0,0
shape,0,0,0,0,0,0,1,0,0,0
shapely,0,0,0,0,0,0,1,0,0,0
share,0,1,0,0,1,0,1,0,0,1
shark,0,0,0,0,0,1,0,0,0,0
sharpen,1,1,0,0,0,0,0,0,0,0
shatter,1,0,0,1,0,1,0,1,1,0
shattered,0,0,0,0,0,1,0,1,0,0
shed,0,0,0,0,0,1,0,0,0,0
shell,1,0,0,1,0,1,0,1,1,0
shelter,0,0,0,0,0,0,1,0,0,1
shelved,0,0,0,0,0,1,0,0,0,0
shepherd,0,0,0,0,0,0,1,0,0,1
sheriff,0,0,0,0,0,0,0,0,0,1
shine,0,0,0,0,0,0,1,0,0,0
shining,0,1,0,0,1,0,1,0,0,0
ship,0,1,0,0,0,0,0,0,0,0
shipwreck,0,0,0,1,0,1,0,1,0,0
shit,1,0,1,0,0,1,0,0,0,0
shiver,1,1,0,1,0,1,0,1,0,0
shock,1,0,0,1,0,1,0,0,1,0
shockingly,0,0,0,0,0,0,0,0,1,0
shoddy,1,0,1,0,0,1,0,0,0,0
shoot,1,0,0,1,0,1,0,0,0,0
shooter,0,0,0,1,0,0,0,0,0,0
shooting,1,0,0,1,0,1,0,0,0,0
shopkeeper,0,0,0,0,0,0,0,0,0,1
shoplifting,1,0,1,0,0,1,0,0,0,0
shopping,0,1,0,0,1,0,1,0,1,1
shortage,1,0,0,1,0,1,0,1,0,0
shortcoming,0,0,0,0,0,1,0,0,0,0
shortly,0,1,0,0,0,0,0,0,0,0
shot,1,0,0,1,0,1,0,1,1,0
shoulder,0,0,0,0,0,0,1,0,0,1
shout,1,0,0,0,0,0,0,0,1,0
shove,1,0,0,0,0,1,0,0,0,0
show,0,0,0,0,0,0,0,0,0,1
showy,0,0,0,0,0,1,0,0,0,0
shrapnel,0,0,0,1,0,0,0,0,0,0
shrewd,0,0,0,0,0,0,1,0,0,0
shriek,1,0,0,1,0,1,0,1,1,0
shrill,1,0,0,1,0,1,0,0,1,0
shrink,0,0,0,1,0,1,0,1,0,0
shroud,0,0,0,0,0,0,0,1,0,0
shrunk,0,0,0,0,0,1,0,0,0,0
shudder,0,0,0,1,0,1,0,0,0,0
shun,1,0,1,0,0,1,0,1,0,0
sib,0,0,0,0,0,0,0,0,0,1
sick,0,0,1,0,0,1,0,1,0,0
sickening,1,0,1,1,0,1,0,1,0,0
sickly,0,0,1,0,0,1,0,1,0,0
sickness,0,0,1,1,0,1,0,1,0,0
signature,0,0,0,0,0,0,0,0,0,1
signify,0,1,0,0,0,0,0,0,0,0
silk,0,0,0,0,0,0,1,0,0,0
silly,0,0,0,0,1,1,0,0,0,0
simmer,1,1,0,0,0,0,0,0,0,0
simmering,0,1,0,0,0,0,0,0,0,0
simplify,0,1,0,0,1,0,1,0,1,1
sin,1,0,1,1,0,1,0,1,0,0
sincere,0,0,0,0,0,0,1,0,0,1
sincerity,0,0,0,0,0,0,1,0,0,0
sinful,1,0,1,1,0,1,0,1,0,0
sing,0,1,0,0,1,0,1,1,0,1
singly,0,0,0,0,0,0,1,0,0,0
singularly,0,0,0,0,0,0,0,0,1,0
sinister,1,0,1,1,0,1,0,0,0,0
sinner,1,0,1,1,0,1,0,1,0,0
sinning,0,0,1,0,0,1,0,0,0,0
sir,0,0,0,0,0,0,1,0,0,1
siren,0,0,0,1,0,1,0,0,0,0
sissy,0,0,0,0,0,1,0,0,0,0
sisterhood,1,0,0,0,0,0,1,1,1,1
sizzle,1,0,0,0,0,0,0,0,0,0
skeptical,0,0,0,0,0,1,0,0,0,0
sketchy,0,0,0,0,0,1,0,0,0,0
skewed,1,1,0,0,0,1,0,0,0,0
skid,1,0,0,1,0,1,0,1,0,0
skilled,0,0,0,0,0,0,1,0,0,0
skillful,0,0,0,0,0,0,1,0,0,1
skip,0,0,0,0,0,1,0,0,0,0
skirmish,1,0,0,0,0,1,0,0,0,0
sky,0,0,0,0,0,0,1,0,0,0
slack,0,0,0,0,0,1,0,0,0,0
slag,0,0,0,0,0,1,0,0,0,0
slam,1,0,0,1,0,1,0,0,1,0
slander,1,0,1,0,0,1,0,0,0,0
slanderous,0,0,0,0,0,1,0,0,0,0
slap,1,0,0,0,0,1,0,0,1,0
slash,1,0,0,0,0,0,0,0,0,0
slate,0,0,0,0,0,0,1,0,0,0
slaughter,1,0,1,1,0,1,0,1,1,0
slaughterhouse,1,0,1,1,0,1,0,1,0,0
slaughtering,1,0,1,1,0,1,0,1,1,0
slave,1,0,0,1,0,1,0,1,0,0
slavery,1,0,1,1,0,1,0,1,0,0
slay,1,0,0,0,0,1,0,0,0,0
slayer,1,0,1,1,0,1,0,1,1,0
sleek,0,0,0,0,0,0,1,0,0,0
sleet,0,0,0,0,0,1,0,0,0,0
slender,0,0,0,0,0,0,1,0,0,0
slim,0,0,0,0,0,0,1,0,0,0
slime,0,0,1,0,0,0,0,0,0,0
slimy,0,0,1,0,0,1,0,0,0,0
slink,0,0,0,0,0,1,0,0,0,0
slip,0,0,0,0,0,1,0,0,1,0
slop,0,0,1,0,0,1,0,0,0,0
sloppy,0,0,1,0,0,1,0,0,0,0
sloth,0,0,1,0,0,1,0,0,0,0
slouch,0,0,0,0,0,1,0,0,0,0
slough,0,0,0,0,0,1,0,0,0,0
slowness,0,0,0,0,0,1,0,0,0,0
sludge,0,0,1,0,0,1,0,0,0,0
slug,0,0,1,0,0,1,0,0,0,0
sluggish,0,0,0,0,0,1,0,1,0,0
slum,0,0,1,0,0,1,0,0,0,0
slump,0,0,0,0,0,1,0,1,0,0
slur,1,0,1,0,0,1,0,1,0,0
slush,0,0,1,0,0,1,0,0,1,0
slut,1,0,1,0,0,1,0,0,0,0
sly,1,0,1,1,0,1,0,0,0,0
smack,1,0,0,0,0,1,0,0,0,0
small,0,0,0,0,0,1,0,0,0,0
smash,1,0,0,1,0,1,0,0,0,0
smashed,0,0,0,0,0,1,0,0,0,0
smattering,0,0,0,0,0,1,0,0,0,0
smell,1,0,1,0,0,1,0,0,0,0
smelling,0,0,1,0,0,1,0,0,0,0
smile,0,0,0,0,1,0,1,0,1,1
smiling,0,0,0,0,1,0,1,0,0,0
smirk,0,0,0,0,0,1,0,0,0,0
smite,1,0,0,1,0,1,0,1,0,0
smith,0,0,0,0,0,0,0,0,0,1
smitten,0,0,0,0,0,0,1,0,0,0
smoker,0,0,0,0,0,1,0,0,0,0
smoothness,0,0,0,0,0,0,1,0,0,0
smother,1,0,0,0,0,1,0,0,0,0
smudge,0,0,0,0,0,1,0,0,0,0
smug,0,0,0,0,0,1,0,0,0,0
smuggle,0,0,0,1,0,1,0,0,0,0
smuggler,1,0,1,1,0,1,0,0,0,0
smuggling,0,0,0,0,0,1,0,0,0,0
smut,0,0,1,1,0,1,0,0,0,0
snag,0,0,0,0,0,1,0,0,1,0
snags,0,0,0,0,0,1,0,0,0,0
snake,0,0,1,1,0,1,0,0,0,0
snare,0,0,0,1,0,1,0,0,0,0
snarl,1,0,1,0,0,1,0,0,0,0
snarling,1,0,0,0,0,1,0,0,0,0
sneak,1,0,0,1,0,1,0,0,1,0
sneaking,0,1,0,1,0,1,0,0,0,1
sneer,1,0,1,0,0,1,0,0,0,0
sneeze,0,0,1,0,0,1,0,0,1,0
snicker,0,0,0,0,0,0,1,0,0,0
snide,0,0,0,0,0,1,0,0,0,0
snob,0,0,0,0,0,1,0,0,0,0
snort,0,0,0,0,0,0,0,1,0,0
soak,0,0,0,0,0,1,0,0,0,0
sob,0,0,0,0,0,1,0,1,0,0
sobriety,0,0,0,0,0,0,1,0,0,1
sociable,0,0,0,0,0,0,1,0,0,0
socialism,0,0,1,1,0,0,0,0,0,0
socialist,1,0,1,1,0,1,0,1,0,0
soil,0,0,1,0,0,1,0,0,0,0
soiled,0,0,1,0,0,1,0,0,0,0
solace,0,0,0,0,0,0,1,0,0,0
soldier,1,0,0,0,0,0,1,1,0,0
solid,0,0,0,0,0,0,1,0,0,0
solidarity,0,0,0,0,0,0,0,0,0,1
solidity,0,0,0,0,0,0,1,0,0,1
solution,0,0,0,0,0,0,1,0,0,0
solvency,0,0,0,0,0,0,1,0,0,0
somatic,0,0,0,0,0,1,0,0,1,0
somber,0,0,0,0,0,1,0,1,0,0
sonar,0,1,0,0,0,0,1,0,0,0
sonata,0,0,0,0,0,0,1,0,0,0
sonnet,0,0,0,0,1,0,1,1,0,0
sonorous,0,0,0,0,1,0,1,0,0,0
soot,0,0,1,0,0,1,0,0,0,0
soothe,0,0,0,0,0,0,1,0,0,0
soothing,0,0,0,0,1,0,1,0,0,1
sorcery,0,1,0,1,0,1,0,0,1,0
sordid,1,0,1,1,0,1,0,1,0,0
sore,1,0,0,0,0,1,0,1,0,0
sorely,0,0,0,0,0,1,0,1,0,0
soreness,0,0,1,0,0,1,0,1,0,0
sorrow,0,0,0,1,0,1,0,1,0,0
sorrowful,0,0,0,0,0,1,0,1,0,0
sorter,0,0,0,0,0,0,1,0,0,0
sortie,0,0,0,1,0,1,0,0,0,0
soulless,0,0,1,1,0,1,0,1,0,0
soulmate,0,0,0,1,0,1,0,0,0,0
soundness,0,1,0,0,1,0,1,0,0,1
soup,0,0,0,0,0,0,1,0,0,0
sour,0,0,1,0,0,1,0,0,0,0
sovereign,0,0,0,0,0,0,0,0,0,1
spa,0,1,0,0,1,0,1,0,1,1
spacious,0,0,0,0,0,0,1,0,0,0
spaniel,0,0,0,0,1,0,1,0,0,1
spank,1,0,0,1,0,1,0,1,0,0
spanking,1,0,0,0,0,0,0,0,0,0
sparkle,0,1,0,0,1,0,1,0,1,0
spasm,0,0,0,1,0,1,0,0,0,0
spat,1,0,0,0,0,1,0,0,0,0
spear,1,1,0,1,0,1,0,0,0,0
special,0,0,0,0,1,0,1,0,0,0
specialist,0,0,0,0,0,0,0,0,0,1
specialize,0,0,0,0,0,0,0,0,0,1
specie,0,0,0,0,0,0,1,0,0,0
speck,0,0,1,0,0,1,0,0,0,0
spectacle,0,0,0,0,0,1,1,0,0,0
spectacular,0,1,0,0,0,0,0,0,1,0
specter,0,0,0,1,0,1,0,1,0,0
spectral,0,0,0,0,0,1,0,0,0,0
speculation,0,0,0,1,0,1,0,1,0,0
speculative,0,1,0,0,0,0,0,0,0,0
