"","country","ISO3","region_name","year","indicator_name","value","unit_of_measure"
"1184","Cameroon","CMR","Sub-Saharan Africa",2014,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0186491832137108,"%"
"1185","Comoros","COM","Sub-Saharan Africa",2014,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0097562912851572,"%"
"1186","Cabo Verde","CPV","Sub-Saharan Africa",2007,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00141690217424184,"%"
"1187","Costa Rica","CRI","Latin America & Caribbean",2012,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000884181004948914,"%"
"1188","Ecuador","ECU","Latin America & Caribbean",2013,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00649820268154144,"%"
"1189","United Kingdom","GBR","Europe & Central Asia",2013,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0,"%"
"1190","Gambia, The","GMB","Sub-Saharan Africa",2015,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000705071841366589,"%"
"1191","Guatemala","GTM","Latin America & Caribbean",2014,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00285758194513619,"%"
"1192","Hungary","HUN","Europe & Central Asia",2015,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000178699992829934,"%"
"1193","Indonesia","IDN","East Asia & Pacific",2015,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00306796538643539,"%"
"1194","Israel","ISR","Middle East & North Africa",2016,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00197479990310967,"%"
"1195","Japan","JPN","East Asia & Pacific",2015,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00111621804535389,"%"
"1196","Kazakhstan","KAZ","Europe & Central Asia",2015,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0,"%"
"1197","Kenya","KEN","Sub-Saharan Africa",2015,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0147935831919312,"%"
"1198","Kyrgyz Republic","KGZ","Europe & Central Asia",2016,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000722138036508113,"%"
"1199","Sri Lanka","LKA","South Asia",2016,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000697005598340183,"%"
"1200","Morocco","MAR","Middle East & North Africa",2006,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00474146008491516,"%"
"1201","Moldova","MDA","Europe & Central Asia",2016,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0,"%"
"1202","Madagascar","MDG","Sub-Saharan Africa",2010,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00392284477129579,"%"
"1203","Mali","MLI","Sub-Saharan Africa",2016,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0197049137204885,"%"
"1204","Myanmar","MMR","East Asia & Pacific",2015,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0224895030260086,"%"
"1205","Montenegro","MNE","Europe & Central Asia",2015,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0,"%"
"1206","Mozambique","MOZ","Sub-Saharan Africa",2014,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00553292641416192,"%"
"1207","Mauritius","MUS","Sub-Saharan Africa",2012,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0,"%"
"1208","Malawi","MWI","Sub-Saharan Africa",2016,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0131377428770065,"%"
"1209","Nicaragua","NIC","Latin America & Caribbean",2014,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0278881005942822,"%"
"1210","Pakistan","PAK","South Asia",2015,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00871815346181393,"%"
"1211","Poland","POL","Europe & Central Asia",2016,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0,"%"
"1212","West Bank and Gaza","PSE","Middle East & North Africa",2016,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00115851615555584,"%"
"1213","Romania","ROU","Europe & Central Asia",2016,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0,"%"
"1214","Russian Federation","RUS","Europe & Central Asia",2014,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",7.59585100240656e-06,"%"
"1215","Rwanda","RWA","Sub-Saharan Africa",2016,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00604003947228193,"%"
"1216","El Salvador","SLV","Latin America & Caribbean",2014,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000378041411750019,"%"
"1217","Serbia","SRB","Europe & Central Asia",2015,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000404790538595989,"%"
"1218","Suriname","SUR","Latin America & Caribbean",2016,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00112702499609441,"%"
"1219","Seychelles","SYC","Sub-Saharan Africa",2013,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00946975871920586,"%"
"1220","Syrian Arab Republic","SYR","Middle East & North Africa",2007,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000510263605974615,"%"
"1221","Trinidad and Tobago","TTO","Latin America & Caribbean",2014,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00630186544731259,"%"
"1222","Taiwan, China","TWN","East Asia & Pacific",2016,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000624199979938567,"%"
"1223","Uganda","UGA","Sub-Saharan Africa",2016,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.031803946942091,"%"
"1224","Ukraine","UKR","Europe & Central Asia",2014,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0,"%"
"1225","United States","USA","NAC",2018,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00286054657772183,"%"
"1226","Vietnam","VNM","East Asia & Pacific",2016,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00245423568412662,"%"
"1227","Kosovo","XKX","Europe & Central Asia",2016,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000592459575273097,"%"
"1228","Yemen, Rep.","YEM","Middle East & North Africa",2014,"Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0347554348409176,"%"
"1229","Burkina Faso","BFA","Sub-Saharan Africa",2014,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",6.87341307639144e-05,"%"
"1230","Bangladesh","BGD","South Asia",2016,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000632402370683849,"%"
"1231","Bahamas, The","BHS","Latin America & Caribbean",2013,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00817258935421705,"%"
"1232","Bosnia and Herzegovina","BIH","Europe & Central Asia",2015,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0191460363566875,"%"
"1233","Belarus","BLR","Europe & Central Asia",2016,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0318245254456997,"%"
"1234","Bolivia","BOL","Latin America & Caribbean",2012,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0,"%"
"1235","Brazil","BRA","Latin America & Caribbean",2008,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.018498944118619,"%"
"1236","Barbados","BRB","Latin America & Caribbean",2016,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.026462260633707,"%"
"1237","Botswana","BWA","Sub-Saharan Africa",2009,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000875024707056582,"%"
"1238","Chile","CHL","Latin America & Caribbean",2016,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0303019750863314,"%"
"1239","China","CHN","East Asia & Pacific",2013,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00851150043308735,"%"
"1240","Cameroon","CMR","Sub-Saharan Africa",2014,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00172665913123637,"%"
"1241","Comoros","COM","Sub-Saharan Africa",2014,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00110423564910889,"%"
"1242","Cabo Verde","CPV","Sub-Saharan Africa",2007,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00377569906413555,"%"
"1243","Costa Rica","CRI","Latin America & Caribbean",2012,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0158522389829159,"%"
"1244","Ecuador","ECU","Latin America & Caribbean",2013,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00792524591088295,"%"
"1245","United Kingdom","GBR","Europe & Central Asia",2013,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00505125289782882,"%"
"1246","Gambia, The","GMB","Sub-Saharan Africa",2015,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000145875310408883,"%"
"1247","Guatemala","GTM","Latin America & Caribbean",2014,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00145581888500601,"%"
"1248","Hungary","HUN","Europe & Central Asia",2015,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0205047000199556,"%"
"1249","Indonesia","IDN","East Asia & Pacific",2015,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00145919364877045,"%"
"1250","Israel","ISR","Middle East & North Africa",2016,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0154606997966766,"%"
"1251","Japan","JPN","East Asia & Pacific",2015,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0133946156129241,"%"
"1252","Kazakhstan","KAZ","Europe & Central Asia",2015,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00657702190801501,"%"
"1253","Kenya","KEN","Sub-Saharan Africa",2015,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000936857773922384,"%"
"1254","Kyrgyz Republic","KGZ","Europe & Central Asia",2016,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000291701871901751,"%"
"1255","Sri Lanka","LKA","South Asia",2016,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00439046509563923,"%"
"1256","Morocco","MAR","Middle East & North Africa",2006,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00303822848945856,"%"
"1257","Moldova","MDA","Europe & Central Asia",2016,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00663718208670616,"%"
"1258","Madagascar","MDG","Sub-Saharan Africa",2010,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0,"%"
"1259","Mali","MLI","Sub-Saharan Africa",2016,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0,"%"
"1260","Myanmar","MMR","East Asia & Pacific",2015,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00133547093719244,"%"
"1261","Montenegro","MNE","Europe & Central Asia",2015,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0136742284521461,"%"
"1262","Mozambique","MOZ","Sub-Saharan Africa",2014,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000444297213107347,"%"
"1263","Mauritius","MUS","Sub-Saharan Africa",2012,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0108139989897609,"%"
"1264","Malawi","MWI","Sub-Saharan Africa",2016,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000114958704216406,"%"
"1265","Nicaragua","NIC","Latin America & Caribbean",2014,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00795748271048069,"%"
"1266","Pakistan","PAK","South Asia",2015,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000717536720912904,"%"
"1267","Poland","POL","Europe & Central Asia",2016,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0321153402328491,"%"
"1268","West Bank and Gaza","PSE","Middle East & North Africa",2016,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0083490489050746,"%"
"1269","Romania","ROU","Europe & Central Asia",2016,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00710943015292287,"%"
"1270","Russian Federation","RUS","Europe & Central Asia",2014,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0223713032901287,"%"
"1271","Rwanda","RWA","Sub-Saharan Africa",2016,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000267726951278746,"%"
"1272","El Salvador","SLV","Latin America & Caribbean",2014,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00185224669985473,"%"
"1273","Serbia","SRB","Europe & Central Asia",2015,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00924490764737129,"%"
"1274","Suriname","SUR","Latin America & Caribbean",2016,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00604129023849964,"%"
"1275","Seychelles","SYC","Sub-Saharan Africa",2013,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00629595946520567,"%"
"1276","Syrian Arab Republic","SYR","Middle East & North Africa",2007,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00546710984781384,"%"
"1277","Trinidad and Tobago","TTO","Latin America & Caribbean",2014,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00318444543518126,"%"
"1278","Taiwan, China","TWN","East Asia & Pacific",2016,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0121831996366382,"%"
"1279","Uganda","UGA","Sub-Saharan Africa",2016,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000457282207207754,"%"
"1280","Ukraine","UKR","Europe & Central Asia",2014,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00953319482505322,"%"
"1281","United States","USA","NAC",2018,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.011033128015697,"%"
"1282","Vietnam","VNM","East Asia & Pacific",2016,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00501418253406882,"%"
"1283","Kosovo","XKX","Europe & Central Asia",2016,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00349305616691709,"%"
"1284","Yemen, Rep.","YEM","Middle East & North Africa",2014,"Proportion of population pushed below the $21.70 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000866245303768665,"%"
"1285","Burkina Faso","BFA","Sub-Saharan Africa",2014,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00898073799908161,"%"
"1286","Bangladesh","BGD","South Asia",2016,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0353256873786449,"%"
"1287","Bahamas, The","BHS","Latin America & Caribbean",2013,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0,"%"
"1288","Bosnia and Herzegovina","BIH","Europe & Central Asia",2015,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000366033054888248,"%"
"1289","Belarus","BLR","Europe & Central Asia",2016,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000107410829514265,"%"
"1290","Bolivia","BOL","Latin America & Caribbean",2012,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00164591940119863,"%"
"1291","Brazil","BRA","Latin America & Caribbean",2008,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0197816174477339,"%"
"1292","Barbados","BRB","Latin America & Caribbean",2016,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00639554904773831,"%"
"1293","Botswana","BWA","Sub-Saharan Africa",2009,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00256344396620989,"%"
"1294","Chile","CHL","Latin America & Caribbean",2016,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0107067255303264,"%"
"1295","China","CHN","East Asia & Pacific",2013,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0339137017726898,"%"
"1296","Cameroon","CMR","Sub-Saharan Africa",2014,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0190526302903891,"%"
"1297","Comoros","COM","Sub-Saharan Africa",2014,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0228555947542191,"%"
"1298","Cabo Verde","CPV","Sub-Saharan Africa",2007,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00537935644388199,"%"
"1299","Costa Rica","CRI","Latin America & Caribbean",2012,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00402618525549769,"%"
"1300","Ecuador","ECU","Latin America & Caribbean",2013,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0158500503748655,"%"
"1301","United Kingdom","GBR","Europe & Central Asia",2013,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0,"%"
"1302","Gambia, The","GMB","Sub-Saharan Africa",2015,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00263552949763834,"%"
"1303","Guatemala","GTM","Latin America & Caribbean",2014,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00402993615716696,"%"
"1304","Hungary","HUN","Europe & Central Asia",2015,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0,"%"
"1305","Indonesia","IDN","East Asia & Pacific",2015,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00834448635578156,"%"
"1306","Israel","ISR","Middle East & North Africa",2016,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00300980010069907,"%"
"1307","Japan","JPN","East Asia & Pacific",2015,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00131319765932858,"%"
"1308","Kazakhstan","KAZ","Europe & Central Asia",2015,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000161869407747872,"%"
"1309","Kenya","KEN","Sub-Saharan Africa",2015,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0133429924026132,"%"
"1310","Kyrgyz Republic","KGZ","Europe & Central Asia",2016,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0105866678059101,"%"
"1311","Sri Lanka","LKA","South Asia",2016,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0064085922203958,"%"
"1312","Morocco","MAR","Middle East & North Africa",2006,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0185286179184914,"%"
"1313","Moldova","MDA","Europe & Central Asia",2016,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00435684248805046,"%"
"1314","Madagascar","MDG","Sub-Saharan Africa",2010,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00180774740874767,"%"
"1315","Mali","MLI","Sub-Saharan Africa",2016,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0117293829098344,"%"
"1316","Myanmar","MMR","East Asia & Pacific",2015,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0424537695944309,"%"
"1317","Montenegro","MNE","Europe & Central Asia",2015,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00408593798056245,"%"
"1318","Mozambique","MOZ","Sub-Saharan Africa",2014,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00274607515893877,"%"
"1319","Mauritius","MUS","Sub-Saharan Africa",2012,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00119079218711704,"%"
"1320","Malawi","MWI","Sub-Saharan Africa",2016,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0093688890337944,"%"
"1321","Nicaragua","NIC","Latin America & Caribbean",2014,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0480399131774902,"%"
"1322","Pakistan","PAK","South Asia",2015,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0296842996031046,"%"
"1323","Poland","POL","Europe & Central Asia",2016,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000366797554306686,"%"
"1324","West Bank and Gaza","PSE","Middle East & North Africa",2016,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0037947662640363,"%"
"1325","Romania","ROU","Europe & Central Asia",2016,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0055068377405405,"%"
"1326","Russian Federation","RUS","Europe & Central Asia",2014,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000117617470095865,"%"
"1327","Rwanda","RWA","Sub-Saharan Africa",2016,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00257265521213412,"%"
"1328","El Salvador","SLV","Latin America & Caribbean",2014,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000911361014004797,"%"
"1329","Serbia","SRB","Europe & Central Asia",2015,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00258052162826061,"%"
"1330","Suriname","SUR","Latin America & Caribbean",2016,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00134693796280771,"%"
"1331","Seychelles","SYC","Sub-Saharan Africa",2013,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0118305943906307,"%"
"1332","Syrian Arab Republic","SYR","Middle East & North Africa",2007,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00829542800784111,"%"
"1333","Trinidad and Tobago","TTO","Latin America & Caribbean",2014,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00921820942312479,"%"
"1334","Taiwan, China","TWN","East Asia & Pacific",2016,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00101640005595982,"%"
"1335","Uganda","UGA","Sub-Saharan Africa",2016,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0271980501711369,"%"
"1336","Ukraine","UKR","Europe & Central Asia",2014,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.000736576446797699,"%"
"1337","United States","USA","NAC",2018,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.00307871494442225,"%"
"1338","Vietnam","VNM","East Asia & Pacific",2016,"Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%)",0.0103955734521151,"%"
